Date,Open,High,Low,Close,Adj Close,Volume
2022-01-28,3646.000000,3729.800049,3646.000000,3690.050049,3646.273682,3143862
2022-01-31,3749.000000,3758.000000,3721.399902,3736.250000,3691.925293,2739393
2022-02-01,3770.000000,3808.000000,3736.399902,3800.649902,3755.561279,2105169
2022-02-02,3827.899902,3864.000000,3800.649902,3856.199951,3810.452393,1984212
2022-02-03,3851.000000,3882.500000,3816.050049,3824.600098,3779.227295,1960538
2022-02-04,3815.300049,3824.699951,3769.000000,3814.899902,3769.642334,2307366
2022-02-07,3791.000000,3831.800049,3756.149902,3779.000000,3734.168457,1919149
2022-02-08,3791.550049,3799.699951,3721.000000,3743.449951,3699.039795,2946443
2022-02-09,3750.000000,3777.949951,3746.100098,3760.550049,3715.937256,1638721
2022-02-10,3789.800049,3789.800049,3758.000000,3770.350098,3725.621094,2112459
2022-02-11,3752.500000,3752.500000,3690.000000,3694.949951,3651.115234,3851488
2022-02-14,3724.000000,3793.250000,3710.000000,3733.750000,3689.455078,5951745
2022-02-15,3786.000000,3835.000000,3748.000000,3817.800049,3772.508057,3931683
2022-02-16,3844.000000,3854.100098,3806.000000,3813.100098,3767.863770,3256906
2022-02-17,3825.000000,3835.000000,3779.000000,3784.199951,3739.306396,3134372
2022-02-18,3769.000000,3815.949951,3757.600098,3793.899902,3748.891357,3688883
2022-02-21,3810.000000,3827.800049,3705.550049,3719.399902,3675.275146,7465922
2022-02-22,3650.000000,3667.899902,3570.000000,3586.399902,3543.853027,5408531
2022-02-23,3611.000000,3622.899902,3555.649902,3563.800049,3521.521484,2426203
2022-02-24,3474.000000,3483.850098,3391.100098,3401.649902,3361.294922,5039136
2022-02-25,3468.000000,3530.000000,3462.000000,3520.750000,3478.981934,2549723
2022-02-28,3490.000000,3563.750000,3455.899902,3554.199951,3512.035156,3288942
2022-03-02,3552.500000,3571.949951,3506.000000,3546.149902,3504.080566,2761341
2022-03-03,3562.850098,3578.600098,3530.100098,3544.399902,3502.351318,1928039
2022-03-04,3501.500000,3561.199951,3487.050049,3524.350098,3482.539551,2370257
2022-03-07,3450.000000,3548.000000,3431.550049,3484.899902,3443.557373,3054130
2022-03-08,3460.000000,3609.000000,3460.000000,3599.949951,3557.242432,3300992
2022-03-09,3605.000000,3654.000000,3597.050049,3632.600098,3589.505371,2719654
2022-03-10,3684.000000,3684.000000,3615.000000,3620.949951,3577.993164,2005441
2022-03-11,3603.250000,3639.850098,3592.850098,3599.149902,3556.451904,1623423
2022-03-14,3580.000000,3648.350098,3580.000000,3643.000000,3599.781494,1765688
2022-03-15,3659.000000,3659.000000,3585.399902,3593.899902,3551.264160,3651133
2022-03-16,3640.500000,3668.000000,3616.250000,3655.899902,3612.528564,3090475
2022-03-17,3696.600098,3710.000000,3660.300049,3672.750000,3629.178955,3600452
2022-03-21,3696.000000,3713.949951,3615.000000,3626.699951,3583.675293,2413831
2022-03-22,3640.000000,3711.000000,3625.000000,3700.949951,3657.044189,2907611
2022-03-23,3708.000000,3729.800049,3690.000000,3712.399902,3668.358398,1596195
2022-03-24,3700.000000,3758.199951,3695.000000,3749.850098,3705.364258,1879046
2022-03-25,3759.899902,3779.500000,3672.000000,3707.449951,3663.467285,1690133
2022-03-28,3695.000000,3713.000000,3661.199951,3707.699951,3663.714111,1760990
2022-03-29,3694.750000,3722.000000,3691.000000,3705.350098,3661.392090,2689063
2022-03-30,3738.000000,3738.000000,3706.199951,3731.550049,3687.281006,1583455
2022-03-31,3740.000000,3754.649902,3720.199951,3739.949951,3695.581543,2168110
2022-04-01,3748.000000,3763.000000,3728.050049,3758.750000,3714.158691,1387014
2022-04-04,3762.000000,3780.000000,3737.100098,3770.350098,3725.621094,1472994
2022-04-05,3772.000000,3835.600098,3772.000000,3814.800049,3769.543701,2314947
2022-04-06,3809.300049,3809.300049,3731.149902,3755.350098,3710.798828,2051729
2022-04-07,3745.500000,3745.500000,3679.000000,3684.149902,3640.443359,2494829
2022-04-08,3690.000000,3705.000000,3642.500000,3685.649902,3641.925537,2296773
2022-04-11,3690.000000,3712.350098,3656.100098,3696.399902,3652.548340,2291660
2022-04-12,3683.000000,3739.000000,3648.350098,3691.100098,3647.311279,4483476
2022-04-13,3707.000000,3709.850098,3655.550049,3661.949951,3618.506836,1621672
2022-04-18,3610.000000,3610.000000,3522.500000,3528.050049,3486.195557,3820792
2022-04-19,3550.000000,3563.550049,3439.149902,3471.899902,3430.711182,3170014
2022-04-20,3500.000000,3569.149902,3480.000000,3556.800049,3514.604248,2640370
2022-04-21,3580.000000,3644.000000,3567.399902,3628.649902,3585.601807,2280996
2022-04-22,3581.100098,3617.000000,3571.500000,3612.550049,3569.693115,1581465
2022-04-25,3558.000000,3584.000000,3533.100098,3548.199951,3506.106201,1960694
2022-04-26,3575.149902,3587.899902,3518.149902,3546.300049,3504.229004,1943469
2022-04-27,3546.000000,3568.449951,3506.300049,3561.199951,3518.952148,1727648
2022-04-28,3588.000000,3604.399902,3538.050049,3584.300049,3541.778320,1703660
2022-04-29,3597.000000,3623.250000,3536.850098,3546.699951,3504.624023,2051115
2022-05-02,3519.899902,3547.949951,3492.750000,3542.399902,3500.375000,1324161
2022-05-04,3538.500000,3545.449951,3465.300049,3479.750000,3438.468506,2305825
2022-05-05,3512.100098,3533.000000,3485.350098,3513.399902,3471.719238,1612262
2022-05-06,3459.000000,3474.500000,3424.500000,3432.600098,3391.877686,2010812
2022-05-09,3398.000000,3456.000000,3346.850098,3445.100098,3404.229736,2481830
2022-05-10,3434.000000,3464.800049,3422.000000,3438.750000,3397.955078,1622685
2022-05-11,3435.000000,3448.449951,3382.149902,3412.000000,3371.521973,1841769
2022-05-12,3378.000000,3449.699951,3350.100098,3408.649902,3368.211914,2807195
2022-05-13,3435.000000,3439.899902,3382.149902,3414.899902,3374.387451,2187823
2022-05-16,3415.000000,3430.000000,3366.600098,3376.800049,3336.739746,1195813
2022-05-17,3370.000000,3467.000000,3350.399902,3451.600098,3410.652588,1754076
2022-05-18,3465.000000,3495.000000,3443.050049,3448.800049,3407.885498,1866781
2022-05-19,3397.000000,3405.000000,3230.000000,3261.949951,3223.251953,4642963
2022-05-20,3310.000000,3313.899902,3270.050049,3293.000000,3253.933838,3065125
2022-05-23,3304.800049,3338.899902,3267.000000,3321.750000,3282.342773,2293690
2022-05-24,3315.149902,3324.850098,3275.600098,3288.000000,3248.993164,1711510
2022-05-25,3292.850098,3292.850098,3154.050049,3167.649902,3151.155273,3548046
2022-05-26,3191.000000,3241.500000,3180.550049,3226.949951,3210.146484,2813186
2022-05-27,3253.199951,3278.899902,3229.199951,3261.300049,3244.317627,3103153
2022-05-30,3297.000000,3386.600098,3286.350098,3375.250000,3357.674316,2094624
2022-05-31,3354.149902,3383.399902,3325.000000,3364.350098,3346.831055,4840965
2022-06-01,3388.000000,3388.000000,3340.050049,3355.199951,3337.728760,1493835
2022-06-02,3355.000000,3432.000000,3346.300049,3423.000000,3405.175781,2657939
2022-06-03,3459.399902,3477.300049,3431.199951,3440.149902,3422.236084,1913622
2022-06-06,3418.000000,3453.000000,3377.149902,3430.949951,3413.084229,1084210
2022-06-07,3401.050049,3418.850098,3356.000000,3362.699951,3345.189453,2308256
2022-06-08,3380.149902,3413.949951,3346.500000,3404.149902,3386.423584,2185707
2022-06-09,3385.000000,3437.000000,3353.100098,3427.100098,3409.254150,1279197
2022-06-10,3382.000000,3393.000000,3352.000000,3359.899902,3342.404053,1527582
2022-06-13,3290.000000,3293.000000,3192.449951,3219.600098,3202.834717,3030921
2022-06-14,3190.000000,3238.899902,3174.699951,3210.550049,3193.832031,2611493
2022-06-15,3218.500000,3234.000000,3201.000000,3206.300049,3189.604004,1404536
2022-06-16,3240.000000,3244.850098,3133.050049,3142.000000,3125.638916,2032028
2022-06-17,3092.000000,3118.750000,3023.850098,3088.899902,3072.815186,5240434
2022-06-20,3094.000000,3138.750000,3069.000000,3112.399902,3096.192871,1502769
2022-06-21,3130.000000,3237.750000,3125.399902,3211.949951,3195.224609,2964461
2022-06-22,3199.899902,3250.550049,3183.000000,3222.949951,3206.167236,3336315
2022-06-23,3222.949951,3318.000000,3222.949951,3308.800049,3291.570313,3692578
2022-06-24,3339.000000,3345.000000,3277.500000,3293.100098,3275.952148,2132118
2022-06-27,3350.000000,3362.899902,3306.500000,3314.699951,3297.439453,2037686
2022-06-28,3307.000000,3330.000000,3272.600098,3318.149902,3300.871338,1400046
2022-06-29,3271.000000,3333.000000,3271.000000,3290.500000,3273.365723,2133994
2022-06-30,3272.000000,3310.899902,3255.000000,3267.100098,3250.087402,2719603
2022-07-01,3260.000000,3333.000000,3252.050049,3315.100098,3297.837646,1502879
2022-07-04,3312.000000,3317.949951,3225.050049,3235.050049,3218.204346,2622535
2022-07-05,3255.000000,3272.000000,3206.949951,3216.300049,3199.552002,2170627
2022-07-06,3218.500000,3268.500000,3202.250000,3260.750000,3243.770508,2182144
2022-07-07,3271.000000,3319.399902,3265.050049,3287.850098,3270.729492,1989921
2022-07-08,3300.000000,3305.000000,3250.000000,3265.449951,3248.446045,2136916
2022-07-11,3206.149902,3225.000000,3106.000000,3113.800049,3097.585693,6974600
2022-07-12,3114.899902,3136.199951,3080.250000,3084.699951,3068.637207,3734815
2022-07-13,3104.000000,3110.000000,3035.000000,3038.750000,3022.926514,3863530
2022-07-14,3056.000000,3057.000000,2967.000000,2998.750000,2991.009033,4764908
2022-07-15,3018.550049,3028.899902,2953.000000,2994.600098,2986.869873,4574806
2022-07-18,3023.000000,3076.949951,3014.300049,3063.500000,3055.592041,3202795
2022-07-19,3030.050049,3078.949951,3030.050049,3074.250000,3066.314209,1865074
2022-07-20,3107.800049,3171.949951,3098.050049,3164.800049,3156.630615,3402251
2022-07-21,3167.000000,3184.000000,3144.050049,3177.300049,3169.098389,2420640
2022-07-22,3185.000000,3197.000000,3143.500000,3171.000000,3162.814453,2075886
2022-07-25,3165.000000,3186.449951,3149.100098,3166.750000,3158.575439,1797504
2022-07-26,3164.699951,3168.899902,3096.500000,3115.899902,3107.856689,2639367
2022-07-27,3115.000000,3194.100098,3110.000000,3188.850098,3180.618652,1389808
2022-07-28,3216.000000,3264.000000,3201.649902,3260.500000,3252.083496,2106333
2022-07-29,3290.000000,3317.300049,3275.000000,3301.899902,3293.376465,2430257
2022-08-01,3327.000000,3327.000000,3271.000000,3298.800049,3290.284668,1306913
2022-08-02,3290.000000,3312.899902,3271.649902,3291.800049,3283.302734,1269114
2022-08-03,3280.000000,3349.000000,3277.050049,3339.500000,3330.879639,2895824
2022-08-04,3350.000000,3387.899902,3307.350098,3354.949951,3346.289551,2150567
2022-08-05,3361.199951,3377.000000,3355.000000,3365.050049,3356.363770,1106933
2022-08-08,3365.000000,3378.899902,3336.000000,3374.449951,3365.739258,1068836
2022-08-10,3385.000000,3385.000000,3335.000000,3354.250000,3345.591553,1878359
2022-08-11,3400.000000,3428.699951,3375.050049,3422.500000,3413.665283,1449248
2022-08-12,3419.000000,3419.000000,3381.250000,3401.550049,3392.769531,1472354
2022-08-16,3411.000000,3414.850098,3387.500000,3392.699951,3383.942139,839942
2022-08-17,3385.100098,3417.949951,3371.100098,3401.100098,3392.320557,1622326
2022-08-18,3390.000000,3392.000000,3362.000000,3381.250000,3372.521729,1430659
2022-08-19,3387.000000,3421.500000,3371.250000,3385.750000,3377.010254,1398410
2022-08-22,3365.000000,3384.100098,3347.399902,3354.550049,3345.890869,1536532
2022-08-23,3319.949951,3341.899902,3270.000000,3284.600098,3276.121338,1849256
2022-08-24,3292.000000,3308.000000,3250.199951,3255.350098,3246.946777,1691923
2022-08-25,3276.000000,3278.149902,3214.750000,3218.199951,3209.892578,1946930
2022-08-26,3234.300049,3257.000000,3216.800049,3222.199951,3213.882324,1457962
2022-08-29,3125.000000,3142.699951,3081.000000,3132.550049,3124.463867,2539173
2022-08-30,3155.000000,3226.500000,3142.100098,3211.149902,3202.860840,3431525
2022-09-01,3190.000000,3190.000000,3121.000000,3131.699951,3123.615967,3546935
2022-09-02,3163.000000,3163.000000,3120.300049,3130.399902,3122.319336,2052900
2022-09-05,3123.649902,3147.949951,3112.250000,3133.399902,3125.311523,2147912
2022-09-06,3135.500000,3140.850098,3106.350098,3127.050049,3118.978027,1936453
2022-09-07,3102.000000,3161.899902,3102.000000,3149.600098,3141.469971,1291534
2022-09-08,3170.000000,3183.500000,3160.100098,3169.649902,3161.468018,1346113
2022-09-09,3195.000000,3233.500000,3168.500000,3217.649902,3209.343994,1561185
2022-09-12,3239.899902,3269.800049,3225.000000,3242.949951,3234.578857,1785928
2022-09-13,3263.449951,3263.449951,3225.000000,3229.350098,3221.013916,1972678
2022-09-14,3135.000000,3141.399902,3113.800049,3120.399902,3112.344971,5090269
2022-09-15,3130.000000,3137.750000,3100.000000,3104.350098,3096.336670,2138023
2022-09-16,3076.000000,3094.350098,3000.000000,3008.699951,3000.933350,5322221
2022-09-19,3036.000000,3042.000000,2987.800049,3028.800049,3020.981689,2072220
2022-09-20,3050.000000,3079.949951,3030.000000,3040.300049,3032.451904,1544295
2022-09-21,3028.000000,3041.399902,2998.149902,3001.199951,2993.452881,2253818
2022-09-22,2990.000000,3029.949951,2979.300049,3007.399902,2999.636719,2017983
2022-09-23,3004.000000,3022.500000,2979.000000,2982.050049,2974.352295,2652374
2022-09-26,2959.850098,3025.850098,2926.100098,2994.399902,2986.670166,2925489
2022-09-27,3009.399902,3025.000000,2976.000000,3017.449951,3009.660889,2227447
2022-09-28,2980.000000,3049.949951,2980.000000,3035.649902,3027.813721,2739767
2022-09-29,3054.000000,3055.850098,2990.000000,2997.300049,2989.562988,2493902
2022-09-30,2990.850098,3019.699951,2950.100098,3004.550049,2996.794189,2817353
2022-10-03,2995.000000,3020.699951,2974.000000,2984.949951,2977.244629,1763331
2022-10-04,3029.949951,3098.000000,3023.000000,3091.149902,3083.170654,2145875
2022-10-06,3111.000000,3124.000000,3092.449951,3101.949951,3093.942627,1790816
2022-10-07,3097.399902,3105.000000,3058.100098,3064.899902,3056.988281,1939879
2022-10-10,3010.000000,3127.000000,3005.000000,3118.550049,3110.500000,3064063
2022-10-11,3100.000000,3145.000000,3053.350098,3069.550049,3061.626465,4730645
2022-10-12,3084.899902,3109.899902,3062.050049,3100.750000,3092.745850,1665247
2022-10-13,3100.750000,3110.000000,3052.350098,3103.300049,3095.289307,2054781
2022-10-14,3145.000000,3150.000000,3071.000000,3099.149902,3091.149902,2245977
2022-10-17,3072.649902,3128.399902,3071.449951,3111.750000,3111.750000,1517005
2022-10-18,3150.000000,3155.350098,3128.550049,3144.699951,3144.699951,1793722
2022-10-19,3159.000000,3159.000000,3112.000000,3121.850098,3121.850098,1194289
2022-10-20,3105.000000,3160.000000,3105.000000,3157.300049,3157.300049,1587601
2022-10-21,3157.800049,3160.399902,3127.000000,3137.399902,3137.399902,1021913
2022-10-24,3170.100098,3178.000000,3155.000000,3161.699951,3161.699951,260949
2022-10-25,3180.500000,3184.250000,3151.149902,3162.100098,3162.100098,2069643
2022-10-27,3160.699951,3174.000000,3134.350098,3157.399902,3157.399902,2438421
2022-10-28,3150.000000,3178.500000,3145.000000,3163.250000,3163.250000,1355739
2022-10-31,3199.000000,3199.000000,3177.800049,3193.149902,3193.149902,1919414
2022-11-01,3214.500000,3262.600098,3203.449951,3259.699951,3259.699951,2991060
2022-11-02,3270.000000,3270.000000,3222.050049,3241.699951,3241.699951,1405955
2022-11-03,3228.050049,3228.050049,3195.000000,3206.750000,3206.750000,1422652
2022-11-04,3217.000000,3220.050049,3166.149902,3217.399902,3217.399902,1464013
2022-11-07,3229.000000,3242.800049,3195.100098,3233.699951,3233.699951,1474498
2022-11-09,3249.800049,3249.800049,3201.649902,3216.050049,3216.050049,1162267
2022-11-10,3170.000000,3225.000000,3170.000000,3205.649902,3205.649902,1573092
2022-11-11,3269.600098,3341.600098,3255.050049,3315.949951,3315.949951,3265394
2022-11-14,3324.000000,3349.000000,3309.000000,3335.500000,3335.500000,1342074
2022-11-15,3321.000000,3339.949951,3292.000000,3332.600098,3332.600098,1400708
2022-11-16,3338.899902,3367.899902,3321.449951,3355.350098,3355.350098,1748235
2022-11-17,3340.000000,3360.000000,3317.750000,3349.000000,3349.000000,1417986
2022-11-18,3350.000000,3362.750000,3321.000000,3343.449951,3343.449951,1164540
2022-11-21,3322.500000,3333.699951,3273.000000,3283.500000,3283.500000,1304194
2022-11-22,3280.000000,3318.949951,3255.250000,3314.949951,3314.949951,1149739
2022-11-23,3330.000000,3330.000000,3291.000000,3308.300049,3308.300049,1150011
2022-11-24,3316.250000,3392.949951,3308.300049,3380.149902,3380.149902,1296591
2022-11-25,3383.000000,3403.350098,3348.000000,3389.649902,3389.649902,1588981
2022-11-28,3366.000000,3417.000000,3365.550049,3395.250000,3395.250000,2195437
2022-11-29,3383.000000,3429.000000,3383.000000,3397.350098,3397.350098,1576028
2022-11-30,3383.000000,3414.899902,3375.000000,3390.800049,3390.800049,3410702
2022-12-01,3425.000000,3480.000000,3420.000000,3475.649902,3475.649902,2180856
2022-12-02,3458.100098,3468.899902,3413.000000,3439.149902,3439.149902,2411749
2022-12-05,3433.000000,3439.149902,3407.000000,3425.899902,3425.899902,1475065
2022-12-06,3400.050049,3407.949951,3368.000000,3385.350098,3385.350098,1166999
2022-12-07,3368.300049,3393.699951,3354.000000,3380.600098,3380.600098,1167505
2022-12-08,3360.000000,3380.600098,3339.449951,3350.550049,3350.550049,1285619
